agreement_vs_default,benchmark_tag,cohens_kappa_vs_default,dwell_L,git_commit,grid_point,h_commit,infeasible_false_positive_rate,is_default,open_field_false_negative_rate,perturb_pos,positive_rate,prevalence_ambiguous,prevalence_infeasible,prevalence_keep_line_keep,prevalence_keep_open,prevalence_keep_split_merge,prevalence_line_corridor,prevalence_mode_keep,prevalence_mode_line,prevalence_mode_split,prevalence_split_around,states,t_max,tube_scale
1.0,scenario-headroom-v1-invalid-recovery-label,1.0,3,6ae60ef882931a6b0c6c7b3b6bcfaff22e7cb45d,0,10,0.0,1,0.2777777777777778,0.02,0.5703703703703704,0.8055555555555556,0.0,0.3888888888888889,0.7222222222222222,0.8333333333333334,0.48148148148148145,0.6555555555555556,0.5666666666666667,0.4888888888888889,0.8055555555555556,90,120,1.0
