benchmark_tag,best_fixed_success,episode_seed,family,git_commit,keep_collision_free,keep_completion_time,keep_deadlock,keep_goal_reached,keep_irreversible_collapse,keep_success,keep_time_in_formation_tube,layout_id,line_collision_free,line_completion_time,line_deadlock,line_goal_reached,line_irreversible_collapse,line_success,line_time_in_formation_tube,oracle_collision_free,oracle_completion_time,oracle_deadlock,oracle_goal_reached,oracle_irreversible_collapse,oracle_success,oracle_switches,oracle_time_in_formation_tube,split_collision_free,split_completion_time,split_deadlock,split_goal_reached,split_irreversible_collapse,split_success,split_time_in_formation_tube,switch_necessity,team_size
method-audit-v2-complete,1.0,20000603,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,1.0,0.0,1.0,0.0,0.31666666666666665,val_keep_line_keep_001,1.0,15.75,0.0,1.0,0.0,1.0,0.9047619047619048,1.0,nan,0.0,0.0,0.0,0.0,2,0.15833333333333333,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.95,0.0,1.0,0.0,1.0,0.8817204301075269,val_keep_line_keep_002,1.0,15.45,0.0,1.0,0.0,1.0,0.9320388349514563,1.0,13.95,0.0,1.0,0.0,1.0,0,0.8817204301075269,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.1,0.0,1.0,0.0,1.0,0.8829787234042553,val_keep_line_keep_002,1.0,15.6,0.0,1.0,0.0,1.0,0.9230769230769231,1.0,14.1,0.0,1.0,0.0,1.0,0,0.8829787234042553,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000402,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.95,0.0,1.0,0.0,1.0,0.8817204301075269,val_keep_line_keep_002,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9306930693069307,1.0,13.95,0.0,1.0,0.0,1.0,1,0.8817204301075269,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,1.0,20000403,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.95,0.0,1.0,0.0,1.0,0.8817204301075269,val_keep_line_keep_002,1.0,15.6,0.0,1.0,0.0,1.0,0.9230769230769231,1.0,13.95,0.0,1.0,0.0,1.0,0,0.8817204301075269,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000600,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.3,val_keep_line_keep_002,1.0,15.6,0.0,1.0,0.0,1.0,0.9134615384615384,1.0,nan,0.0,0.0,0.0,0.0,2,0.16666666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000601,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.30833333333333335,val_keep_line_keep_002,1.0,15.45,0.0,1.0,0.0,1.0,0.912621359223301,1.0,nan,0.0,0.0,0.0,0.0,3,0.5416666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000602,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.30833333333333335,val_keep_line_keep_002,1.0,15.75,0.0,1.0,0.0,1.0,0.9047619047619048,1.0,nan,0.0,0.0,0.0,0.0,3,0.5416666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000603,keep_line_keep,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.30833333333333335,val_keep_line_keep_002,1.0,15.6,0.0,1.0,0.0,1.0,0.9038461538461539,1.0,nan,0.0,0.0,0.0,0.0,3,0.5583333333333333,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.9416666666666667,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000402,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.7916666666666666,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,1.0,20000403,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.35,0.0,1.0,0.0,1.0,0.8764044943820225,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.35,0.0,1.0,0.0,1.0,0,0.8764044943820225,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000600,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.7,0.0,1.0,0.0,1.0,0.7755102040816326,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.925,1.0,17.4,0.0,1.0,0.0,1.0,3,0.603448275862069,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000601,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.45,0.0,1.0,0.0,1.0,0.6213592233009708,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.925,1.0,17.849999999999998,0.0,1.0,0.0,1.0,3,0.3949579831932773,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000602,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.6078431372549019,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,18.0,0.0,1.0,0.0,1.0,3,0.6333333333333333,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000603,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.85,0.0,1.0,0.0,1.0,0.7474747474747475,val_keep_split_merge_001,1.0,nan,0.0,0.0,0.0,0.0,0.7833333333333333,1.0,16.95,0.0,1.0,0.0,1.0,3,0.5486725663716814,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0.8735632183908046,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.9416666666666667,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0,0.8735632183908046,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0.8735632183908046,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0,0.8735632183908046,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000402,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0.8735632183908046,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0,0.8735632183908046,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,1.0,20000403,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0.8735632183908046,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.049999999999999,0.0,1.0,0.0,1.0,0,0.8735632183908046,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000600,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.7,0.0,1.0,0.0,1.0,0.6938775510204082,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.925,1.0,16.95,0.0,1.0,0.0,1.0,3,0.5486725663716814,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000601,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.75,0.0,1.0,0.0,0.0,0.47619047619047616,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.925,0.0,15.899999999999999,0.0,1.0,1.0,0.0,2,0.5283018867924528,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000602,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,16.65,0.0,1.0,0.0,0.0,0.45045045045045046,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,16.65,0.0,1.0,0.0,0.0,4,0.5315315315315315,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000603,keep_split_merge,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.549999999999999,0.0,1.0,0.0,1.0,0.7319587628865979,val_keep_split_merge_002,1.0,nan,0.0,0.0,0.0,0.0,0.825,1.0,15.299999999999999,0.0,1.0,1.0,1.0,4,0.47058823529411764,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.45,0.0,1.0,0.0,1.0,0.8674698795180723,val_ambiguous_001,1.0,15.0,0.0,1.0,0.0,1.0,0.93,1.0,12.45,0.0,1.0,0.0,1.0,0,0.8674698795180723,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.45,0.0,1.0,0.0,1.0,0.8674698795180723,val_ambiguous_001,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9207920792079208,1.0,12.45,0.0,1.0,0.0,1.0,0,0.8674698795180723,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000402,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_001,1.0,14.85,0.0,1.0,0.0,1.0,0.9292929292929293,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0,0.8658536585365854,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,1.0,20000403,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_001,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9215686274509803,1.0,11.7,0.0,1.0,1.0,1.0,5,0.717948717948718,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000600,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.9,0.0,1.0,0.0,1.0,0.8372093023255814,val_ambiguous_001,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9108910891089109,1.0,12.75,0.0,1.0,0.0,1.0,2,0.7058823529411765,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000601,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.9,0.0,1.0,0.0,1.0,0.8372093023255814,val_ambiguous_001,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9108910891089109,1.0,12.9,0.0,1.0,0.0,1.0,2,0.7093023255813954,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000602,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.9,0.0,1.0,0.0,1.0,0.8372093023255814,val_ambiguous_001,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9019607843137255,1.0,12.75,0.0,1.0,0.0,1.0,2,0.7058823529411765,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000603,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.9,0.0,1.0,0.0,1.0,0.8372093023255814,val_ambiguous_001,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9019607843137255,1.0,12.9,0.0,1.0,0.0,1.0,2,0.7093023255813954,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_002,1.0,15.0,0.0,1.0,0.0,1.0,0.93,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0,0.8658536585365854,1.0,15.899999999999999,0.0,1.0,0.0,0.0,0.16981132075471697,0,4
method-audit-v2-complete,1.0,20000401,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_002,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9207920792079208,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0,0.8658536585365854,1.0,15.75,0.0,1.0,0.0,0.0,0.17142857142857143,0,4
method-audit-v2-complete,1.0,20000402,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_002,1.0,14.85,0.0,1.0,0.0,1.0,0.9292929292929293,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0,0.8658536585365854,1.0,15.899999999999999,0.0,1.0,0.0,0.0,0.1792452830188679,0,4
method-audit-v2-complete,1.0,20000403,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0.8658536585365854,val_ambiguous_002,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9215686274509803,1.0,12.299999999999999,0.0,1.0,0.0,1.0,0,0.8658536585365854,1.0,15.299999999999999,0.0,1.0,0.0,0.0,0.17647058823529413,0,4
method-audit-v2-complete,1.0,20000600,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.75,0.0,1.0,0.0,1.0,0.8352941176470589,val_ambiguous_002,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9108910891089109,1.0,12.75,0.0,1.0,0.0,1.0,2,0.7058823529411765,1.0,15.299999999999999,0.0,1.0,0.0,0.0,0.18627450980392157,0,6
method-audit-v2-complete,1.0,20000601,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.75,0.0,1.0,0.0,1.0,0.8352941176470589,val_ambiguous_002,1.0,15.149999999999999,0.0,1.0,0.0,1.0,0.9108910891089109,1.0,12.75,0.0,1.0,0.0,1.0,2,0.7058823529411765,1.0,15.299999999999999,0.0,1.0,0.0,0.0,0.18627450980392157,0,6
method-audit-v2-complete,1.0,20000602,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.75,0.0,1.0,0.0,1.0,0.8352941176470589,val_ambiguous_002,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9019607843137255,1.0,12.75,0.0,1.0,0.0,1.0,2,0.7058823529411765,1.0,15.299999999999999,0.0,1.0,0.0,0.0,0.18627450980392157,0,6
method-audit-v2-complete,1.0,20000603,ambiguous,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,12.75,0.0,1.0,0.0,1.0,0.8352941176470589,val_ambiguous_002,1.0,15.299999999999999,0.0,1.0,0.0,1.0,0.9019607843137255,1.0,12.9,0.0,1.0,0.0,1.0,2,0.7093023255813954,1.0,15.75,0.0,1.0,0.0,0.0,0.18095238095238095,0,6
method-audit-v2-complete,0.0,20000400,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.9083333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.9416666666666667,1.0,nan,1.0,0.0,1.0,0.0,2,0.6,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000401,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,1.0,0.0,1.0,0.0,0.9083333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.7916666666666666,1.0,nan,0.0,0.0,1.0,0.0,2,0.675,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000402,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.9083333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.9083333333333333,1.0,nan,0.0,0.0,0.0,0.0,0,0.9083333333333333,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,0.0,20000403,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.9083333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.7833333333333333,1.0,nan,1.0,0.0,1.0,0.0,4,0.23333333333333334,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000600,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.4583333333333333,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000601,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.49166666666666664,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000602,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.49166666666666664,0.0,nan,1.0,0.0,1.0,0.0,2,0.7916666666666666,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000603,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_001,1.0,nan,1.0,0.0,1.0,0.0,0.45,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000400,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.9083333333333333,val_infeasible_002,0.0,nan,1.0,0.0,1.0,0.0,0.8916666666666667,1.0,nan,0.0,0.0,0.0,0.0,0,0.9083333333333333,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000401,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,1.0,0.0,1.0,0.0,0.9083333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.75,1.0,nan,1.0,0.0,1.0,0.0,0,0.9083333333333333,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000402,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,1.0,0.0,1.0,0.0,0.9083333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.825,1.0,nan,1.0,0.0,1.0,0.0,0,0.9083333333333333,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,0.0,20000403,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.9083333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.7583333333333333,1.0,nan,1.0,0.0,1.0,0.0,4,0.23333333333333334,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,0.0,20000600,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.4583333333333333,0.0,nan,0.0,0.0,0.0,0.0,2,0.7833333333333333,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000601,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,0.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.475,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000602,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_002,0.0,nan,1.0,0.0,1.0,0.0,0.4666666666666667,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000603,infeasible,6bc20bc3f69270f8eded07247c7f6c7fea163c65,0.0,nan,0.0,0.0,0.0,0.0,0.8833333333333333,val_infeasible_002,1.0,nan,1.0,0.0,1.0,0.0,0.525,0.0,nan,0.0,0.0,0.0,0.0,2,0.7916666666666666,1.0,nan,1.0,0.0,1.0,0.0,0.15833333333333333,0,6
