benchmark_tag,best_fixed_success,episode_seed,family,git_commit,keep_collision_free,keep_completion_time,keep_deadlock,keep_goal_reached,keep_irreversible_collapse,keep_success,keep_time_in_formation_tube,layout_id,line_collision_free,line_completion_time,line_deadlock,line_goal_reached,line_irreversible_collapse,line_success,line_time_in_formation_tube,oracle_collision_free,oracle_completion_time,oracle_deadlock,oracle_goal_reached,oracle_irreversible_collapse,oracle_success,oracle_switches,oracle_time_in_formation_tube,split_collision_free,split_completion_time,split_deadlock,split_goal_reached,split_irreversible_collapse,split_success,split_time_in_formation_tube,switch_necessity,team_size
method-audit-v2-complete,1.0,20000400,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.35,0.0,1.0,0.0,1.0,0.8764044943820225,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.8583333333333333,1.0,13.35,0.0,1.0,0.0,1.0,0,0.8764044943820225,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.35,0.0,1.0,0.0,1.0,0.8764044943820225,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.35,0.0,1.0,0.0,1.0,0,0.8764044943820225,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000402,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.8583333333333333,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,4
method-audit-v2-complete,1.0,20000403,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.35,0.0,1.0,0.0,1.0,0.8764044943820225,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,12.15,0.0,1.0,1.0,0.0,6,0.7160493827160493,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000600,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.0,0.0,1.0,0.0,1.0,0.64,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.925,1.0,14.1,0.0,1.0,0.0,1.0,2,0.7340425531914894,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,0.0,20000601,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.75,0.0,1.0,0.0,0.0,0.5238095238095238,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.925,1.0,14.1,0.0,1.0,0.0,1.0,2,0.7340425531914894,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,1,6
method-audit-v2-complete,0.0,20000602,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,15.75,0.0,1.0,0.0,0.0,0.5238095238095238,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,14.1,0.0,1.0,0.0,1.0,2,0.7340425531914894,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,1,6
method-audit-v2-complete,1.0,20000603,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,14.85,0.0,1.0,0.0,1.0,0.696969696969697,val_split_around_001,1.0,nan,0.0,0.0,0.0,0.0,0.9166666666666666,1.0,13.95,0.0,1.0,0.0,1.0,2,0.7311827956989247,1.0,nan,0.0,0.0,1.0,0.0,0.15833333333333333,0,6
method-audit-v2-complete,1.0,20000400,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_split_around_002,1.0,nan,0.0,0.0,0.0,0.0,0.8583333333333333,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,0.0,0.0,1.0,0.0,0.15,0,4
method-audit-v2-complete,1.0,20000401,split_around,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1.0,13.2,0.0,1.0,0.0,1.0,0.875,val_split_around_002,1.0,nan,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,13.2,0.0,1.0,0.0,1.0,0,0.875,1.0,nan,1.0,0.0,1.0,0.0,0.15,0,4
