team_size,topology_id,fixture_class,episode_count,valid_initial_condition_rate,collision_free_rate,dwell_completion_rate,goal_reaching_rate,deadlock_rate,numerical_failure_rate,minimum_robot_robot_distance_meters,mean_initial_formation_error_meters,mean_maximum_formation_error_meters,mean_final_formation_error_meters,mean_final_goal_error_meters,mean_saturation_rate,mean_projection_intervention_rate,projection_infeasible_count,solver_failure_count,median_of_episode_controller_latency_seconds
16,5,combined_perturbation,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7651997812612565,0.05655452577511231,0.09786698056024082,0.0018670320635396874,0.00018650923921654318,0.0,0.0,0,0,0.0011017915000000045
16,5,exact_topology,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8999999999999999,9.610960192450418e-08,9.610960192450418e-08,9.610960192450418e-08,5.551115123125783e-17,0.0,0.0,0,0,0.0010650834999985648
24,0,bounded_position,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8146870061640782,0.0606281738629074,0.0606281738629074,0.0009183240275349829,0.00010132905519847268,0.0,0.0,0,0,0.0023246874999998113
24,0,bounded_velocity,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7785505111034214,3.8107775298319793e-08,0.08808327150486507,0.0016519167021400653,9.392635722784387e-05,0.0,0.0,0,0,0.002458500500003069
24,0,combined_perturbation,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7831828028792623,0.0606281738629074,0.0953179542601934,0.002162797117960962,0.00011193438500713242,0.0,0.0,0,0,0.002443104000004581
24,0,exact_topology,5,1.0,1.0,1.0,1.0,0.0,0.0,0.9,3.8107775298319793e-08,3.8107775298319793e-08,3.8107775298319793e-08,8.981929940064154e-17,0.0,0.0,0,0,0.0022720835000011874
24,2,bounded_position,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8120266744522739,0.060628135776817985,0.060628135776817985,0.0008792955322398163,8.599719596413412e-05,0.0,0.0,0,0,0.0011183125000009397
24,2,bounded_velocity,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7821300930561558,3.8146972691777137e-07,0.09168589851012614,0.0016757939415410054,9.946609033804576e-05,0.0,0.0,0,0,0.0011022919999987835
24,2,combined_perturbation,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7806507366603644,0.060628135776817985,0.09585354304548896,0.0017381138544372784,0.00017371886430957373,0.0,0.0,0,0,0.0010922710000009772
24,2,exact_topology,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8999999999999986,3.8146972691777137e-07,3.8146972691777137e-07,3.8146972691777137e-07,2.9605947323337506e-16,0.0,0.0,0,0,0.0010726454999989699
24,5,bounded_position,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8052020462576758,0.06062821096100564,0.06062821096100564,0.0009387267281140918,8.735369522157103e-05,0.0,0.0,0,0,0.0016081459999988112
24,5,bounded_velocity,5,1.0,1.0,1.0,1.0,0.0,0.0,0.7680840132162717,1.9110702940001053e-07,0.09329988270663396,0.0018359177597776465,0.0001077937242149925,0.0,0.0,0,0,0.0016177709999993795
24,5,combined_perturbation,5,1.0,1.0,1.0,1.0,0.0,0.0,0.775014190785613,0.06062821096100564,0.09519516539690229,0.0018511153369778401,0.00014038130292815416,0.0,0.0,0,0,0.0016252500000035752
24,5,exact_topology,5,1.0,1.0,1.0,1.0,0.0,0.0,0.8999999999999999,1.9110702940001053e-07,1.9110702940001053e-07,1.9110702940001053e-07,7.401486830834377e-17,0.0,0.0,0,0,0.001518208000000243
