H,L,benchmark_tag,git_commit,grid_point,is_default,label_flip_fraction_vs_default,label_stability_vs_default,min_prog,nonuniform_state_fraction,positive_rate,positive_rate_family_ambiguous,positive_rate_family_infeasible,positive_rate_family_keep_line_keep,positive_rate_family_keep_open,positive_rate_family_keep_split_merge,positive_rate_family_line_corridor,positive_rate_family_split_around,positive_rate_keep,positive_rate_line,positive_rate_split,states,tube_scale
14,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,0,1,0.0,1.0,0.02,0.5460122699386503,0.5347648261758691,0.6416666666666667,0.2777777777777778,0.5,0.6,0.6349206349206349,0.5294117647058824,0.6111111111111112,0.6901840490797546,0.34049079754601225,0.5736196319018405,326,1.0
7,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,1,0,0.20961145194274028,0.7903885480572597,0.02,0.5674846625766872,0.34355828220858897,0.43333333333333335,0.16666666666666666,0.2971014492753623,0.375,0.4365079365079365,0.3480392156862745,0.38095238095238093,0.5920245398773006,0.03680981595092025,0.401840490797546,326,1.0
28,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,2,0,0.2505112474437628,0.7494887525562373,0.02,0.5552147239263804,0.6196319018404908,0.7833333333333333,0.3611111111111111,0.4855072463768116,0.775,0.7222222222222222,0.5931372549019608,0.6984126984126984,0.7914110429447853,0.7361963190184049,0.3312883435582822,326,1.0
14,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,3,0,0.11451942740286299,0.885480572597137,0.02,0.7177914110429447,0.42024539877300615,0.5,0.25,0.3695652173913043,0.4666666666666667,0.46825396825396826,0.44607843137254904,0.4603174603174603,0.5613496932515337,0.18098159509202455,0.5184049079754601,326,0.75
14,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,4,0,0.17075664621676892,0.8292433537832311,0.02,0.4171779141104294,0.7055214723926381,0.85,0.3888888888888889,0.6304347826086957,0.7583333333333333,0.8174603174603174,0.7254901960784313,0.8174603174603174,0.8220858895705522,0.6073619631901841,0.6871165644171779,326,1.5
14,1,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,5,0,0.08793456032719836,0.9120654396728016,0.02,0.4539877300613497,0.6226993865030674,0.7416666666666667,0.3402777777777778,0.5362318840579711,0.7333333333333333,0.753968253968254,0.5833333333333334,0.753968253968254,0.7116564417177914,0.4815950920245399,0.6748466257668712,326,1.0
14,5,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,6,0,0.07668711656441718,0.9233128834355828,0.02,0.6687116564417178,0.45807770961145194,0.5666666666666667,0.25,0.45652173913043476,0.5333333333333333,0.47619047619047616,0.46568627450980393,0.49206349206349204,0.558282208588957,0.25766871165644173,0.558282208588957,326,1.0
14,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,7,0,0.027607361963190184,0.9723926380368099,0.01,0.5460122699386503,0.5623721881390593,0.675,0.3055555555555556,0.5362318840579711,0.6333333333333333,0.6587301587301587,0.553921568627451,0.626984126984127,0.6901840490797546,0.42024539877300615,0.5766871165644172,326,1.0
14,3,method-audit-v2-complete,6bc20bc3f69270f8eded07247c7f6c7fea163c65,8,0,0.05930470347648262,0.9406952965235174,0.05,0.5828220858895705,0.4754601226993865,0.575,0.25,0.41304347826086957,0.5333333333333333,0.5793650793650794,0.46568627450980393,0.5634920634920635,0.6625766871165644,0.2085889570552147,0.5552147239263804,326,1.0
