auprc,auroc,brier,discriminative_states,ece,false_safe_rate,false_unrecoverable_rate,kendall_tau,label,pairwise_accuracy,predictor,top1_accuracy
0.7251100230961238,0.8041772018541931,0.20030786913114573,231,0.1906048273588325,0.38200589970501475,0.2619047619047619,0.595959595959596,learned score (uncertainty-adjusted),0.7970085470085471,score_adjusted,0.8268398268398268
0.7294419216625725,0.8079347520719202,0.19834409447412663,231,0.18962383502076743,0.37905604719764013,0.25595238095238093,0.6305916305916307,learned score (raw head),0.8141025641025641,score_raw,0.8398268398268398
0.7135461985704907,0.7575063211125158,0.20759599353094874,231,0.18570110414285101,0.3834808259587021,0.2648809523809524,0.6233766233766234,topology classifier logit,0.8098290598290598,topology_logit,0.8268398268398268
0.8833572851535046,0.9176060542210984,0.19013519837611856,231,0.27517516189716773,0.30973451327433627,0.11607142857142858,0.8210678210678211,raw counterfactual rollout utility,0.9081196581196581,rollout_utility,0.9047619047619048
0.43178554760936894,0.6372866624525917,0.2520146119314357,231,0.17923179641627016,0.443952802359882,0.3869047619047619,0.0,minimum clearance,0.0,min_clearance,0.8268398268398268
0.4529103025526774,0.6376422250316056,0.2575237023150027,231,0.1979391433201681,0.42330383480825956,0.34523809523809523,0.0,formation error (negated),0.0,formation_error,0.8268398268398268
0.32810878304848756,0.4597160766961652,0.30937235381423317,231,0.2742378753629171,0.5383480825958702,0.5773809523809523,0.0,distance to goal (negated),0.0,distance_to_goal,0.8268398268398268
0.42283258048061395,0.6362858196375896,0.24244441893085691,231,0.1534579886231308,0.443952802359882,0.3869047619047619,0.0,instantaneous collision risk (negated),0.0,instantaneous_risk,0.8268398268398268
