evaluation_schema_version,git_commit,method,model_seed,final_test_seed,episode_seed,episode_index,episode_signature,scenario,team_size,goal_reached,collision_free,collision_free_terminal,success,success_terminal,robot_robot_collision_steps,robot_obstacle_collision_steps,min_rr_clearance,min_ro_clearance,deadlock,deadlock_terminal,irreversible_collapse,irreversible_collapse_terminal,form_rms_mean,form_rms_max,form_ok_terminal,time_in_formation_tube,stall_rate,completion_time,topology_switches,safety_filter_activations,safety_filter_activation_rate,inference_latency_mean_ms,inference_latency_median_ms,inference_latency_p95_ms,inference_latency_p99_ms,timed_control_steps,steps,completion_censored
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000411,11,4e040629bb644321b78208dadbd79ce5,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6712496876716614,1.7659897804260254,0.0,0.0,0.0,0.0,0.25965222007617716,0.9383155703544617,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.1119451951218504,0.11037499999844158,0.13284795000192418,0.15293228999958322,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000412,12,6801432fcfd74e954fdf32b0a5aef517,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6855789422988892,1.4484702348709106,0.0,0.0,0.0,0.0,0.24025034235723047,0.9594852924346924,1.0,0.8674698795180723,0.0,12.45,0.0,0.0,0.0,0.11041725301210244,0.1105000000016787,0.12490000000049405,0.1287462399994865,83.0,83.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000413,13,8289d8ae91cf9e5bb01568067b5196f8,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.640794575214386,1.5444585084915161,0.0,0.0,0.0,0.0,0.25431216067475515,0.8829278349876404,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.11077389024376386,0.10989549999962378,0.12253989999972958,0.14329652000039764,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000414,14,9b47bcb199997ad100078ae6b943dd69,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6822744607925415,0.8833263516426086,0.0,0.0,0.0,0.0,0.2565535963458173,0.8586506247520447,1.0,0.8823529411764706,0.0,12.75,0.0,0.0,0.0,0.11016427058821672,0.1092919999976516,0.12477499999974383,0.1428231599983575,85.0,85.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000415,15,8d7d9e90022c95a6e102d9502dbd4463,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6629797220230103,1.051544427871704,0.0,0.0,0.0,0.0,0.2599656615666179,0.9429609775543213,1.0,0.872093023255814,0.0,12.9,0.0,0.0,0.0,0.11163956976748572,0.10935450000104652,0.12475024999947237,0.15065975000094806,86.0,86.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000416,16,28662af30e0397dea0bb832a7d65d6b7,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6704027056694031,1.6105785369873047,0.0,0.0,0.0,0.0,0.24413861684137728,0.8811277151107788,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.11078958536580058,0.11062499999958675,0.12325449999792681,0.134992789999373,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000417,17,46d6f3d08b9a69dc252b9eef8ac4d19b,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6741585731506348,0.7155877351760864,0.0,0.0,0.0,0.0,0.2712760899042667,0.8620543479919434,1.0,0.8837209302325582,0.0,12.9,0.0,0.0,0.0,0.1125140813953739,0.11131249999962733,0.12809425000170904,0.1499392500006636,86.0,86.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000418,18,72175b304300fa10213f93b8eabcba9d,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5369049310684204,0.5514706969261169,0.0,0.0,0.0,0.0,0.38951976125945853,0.8829056620597839,1.0,0.8877551020408163,0.0,14.7,0.0,0.0,0.0,0.11095072448972414,0.10947900000068955,0.125606250000132,0.14178125999855248,98.0,98.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000419,19,3b6095e780b078d042329a0e24e15e3c,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6714271903038025,1.4646995067596436,0.0,0.0,0.0,0.0,0.23231242124627277,0.8652200698852539,1.0,0.8780487804878049,0.0,12.299999999999999,0.0,0.0,0.0,0.10923430487798877,0.10860400000112236,0.12102115000001135,0.1299384599994724,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000420,20,b1f68c18b15f5b21b58a4dd915212b12,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6652393937110901,1.1589136123657227,0.0,0.0,0.0,0.0,0.2578647393910658,0.9080238938331604,1.0,0.8690476190476191,0.0,12.6,0.0,0.0,0.0,0.11136361904762722,0.11054149999978335,0.12259994999954671,0.12943250000020615,84.0,84.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000421,21,9113f5c6b08cf0e9b6fe6c2072d15b80,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6670714020729065,0.5583516359329224,0.0,0.0,0.0,0.0,0.3715677575228062,0.936762273311615,1.0,0.8829787234042553,0.0,14.1,0.0,0.0,0.0,0.11231339361710799,0.11187550000002489,0.12106294999991718,0.1260433099999502,94.0,94.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000422,22,fe52e4896581b5706e90ce2bd7f0aca4,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.45070090889930725,0.5507933497428894,0.0,0.0,0.0,0.0,0.3712147711000095,0.8969438076019287,1.0,0.8854166666666666,0.0,14.399999999999999,0.0,0.0,0.0,0.11369396875005044,0.11204150000132529,0.12777074999803517,0.17788154999998082,96.0,96.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000423,23,b7879310dfc1e8da931760547c80b98e,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6496710181236267,0.5505677461624146,0.0,0.0,0.0,0.0,0.3585511996727629,0.9290068745613098,1.0,0.8865979381443299,0.0,14.549999999999999,0.0,0.0,0.0,0.1105184432988042,0.11141599999930918,0.12216659999850774,0.1312896799990426,97.0,97.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000424,24,a20d3b4ec5c708260fd4db3728aa09d6,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6694609522819519,1.358023762702942,0.0,0.0,0.0,0.0,0.24825879428760114,0.8920720219612122,1.0,0.8674698795180723,0.0,12.45,0.0,0.0,0.0,0.11193877108431104,0.11212500000112868,0.12498389999997526,0.13399944000212827,83.0,83.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000425,25,ab77a6a4020b32f10c3e00560beb4eb4,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.674963653087616,2.3984577655792236,0.0,0.0,0.0,0.0,0.2529451565408125,0.8833016753196716,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.11168392682921292,0.11093750000057412,0.12496875000067575,0.13181277000185787,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000426,26,22a99c05def940b35c91f654a2d68a01,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6931045055389404,1.9817242622375488,0.0,0.0,0.0,0.0,0.25716699151004235,0.8988839983940125,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.11225564634170386,0.11225049999730174,0.12432435000189201,0.14341348000122867,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000427,27,cf5949e950be793b5ce574055971c149,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6703428030014038,1.9409794807434082,0.0,0.0,0.0,0.0,0.25013514303761286,0.8890175223350525,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.11100813414665095,0.10854150000305651,0.12880000000077277,0.1562230400014641,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000428,28,962852f67956010221222b176a711ea9,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6794293522834778,2.0807511806488037,0.0,0.0,0.0,0.0,0.24793859062398352,0.8684789538383484,1.0,0.8780487804878049,0.0,12.299999999999999,0.0,0.0,0.0,0.11125151219511885,0.10856249999946499,0.1275455500010736,0.14238652000052807,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000429,29,895b15aa3428b9c110423c2c175d55d7,open_field,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6398475766181946,1.673973560333252,0.0,0.0,0.0,0.0,0.2572220733798132,0.9067360758781433,1.0,0.8658536585365854,0.0,12.299999999999999,0.0,0.0,0.0,0.1117098536587634,0.1131665000002613,0.12351394999718934,0.14173026999998226,82.0,82.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000800,0,6824b8fcf731971179ae8b1f3745f973,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.40062788128852844,0.5503670573234558,0.0,0.0,0.0,0.0,0.5482362953239474,1.3809541463851929,1.0,0.6120689655172413,0.0,17.4,0.0,0.0,0.0,0.2934166637929769,0.28974999999853424,0.33528124999993025,0.3380848499990208,116.0,116.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000801,1,35f2108c56109b5c0b0ec12106ca4450,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5087091326713562,0.5584201216697693,0.0,0.0,0.0,0.0,0.4389663562178612,1.3777579069137573,1.0,0.8529411764705882,0.0,15.299999999999999,0.0,0.0,0.0,0.29352656862745813,0.2878119999980555,0.3295639500022318,0.34056915999979503,102.0,102.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000802,2,edb1566ab8e7bb9e336b1c919a5f9a1d,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4817724823951721,1.0765212774276733,0.0,0.0,0.0,0.0,0.39246757450152414,1.3626105785369873,1.0,0.8469387755102041,0.0,14.7,0.0,0.0,0.0,0.2906552551018843,0.28816649999896526,0.3197750000007104,0.35385978999944,98.0,98.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000803,3,e82df9f1e8113bd0903d3b567da2cb10,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.40207988023757935,0.5501060485839844,0.0,0.0,0.0,0.0,0.5868231338003408,1.4028189182281494,1.0,0.6,0.0,17.25,0.0,0.0,0.0,0.29620287826079644,0.29529200000055766,0.31934180000128265,0.3567652399981114,115.0,115.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000804,4,2560751cd17f87e1f2d0e971019c7487,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.46409446001052856,0.9230895042419434,0.0,0.0,0.0,0.0,0.4091100076731947,1.4186668395996094,1.0,0.845360824742268,0.0,14.549999999999999,0.0,0.0,0.0,0.29759150515449123,0.2972499999991385,0.34110800000135555,0.39128563999810223,97.0,97.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000805,5,cde3152089380e9fbb3171f9d86e0516,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4063590466976166,0.5511589050292969,0.0,0.0,0.0,0.0,0.4866518189600848,1.3923453092575073,1.0,0.8623853211009175,0.0,16.349999999999998,0.0,0.0,0.0,0.3003030917428246,0.3010000000003288,0.3377579999998659,0.3515986399999349,109.0,109.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000806,6,6e248afafe4030f081c9bef3b738bff2,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.47565004229545593,0.5510016679763794,0.0,0.0,0.0,0.0,0.454834852859659,1.4036626815795898,1.0,0.8584905660377359,0.0,15.899999999999999,0.0,0.0,0.0,0.2977760471697085,0.2992500000011944,0.32767725000049097,0.35589615000137803,106.0,106.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000807,7,fdf6829bd2fecd96268fb3ffdca7d51f,open_field,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4031512439250946,0.5501720309257507,0.0,0.0,0.0,0.0,0.650854609468404,1.408823847770691,0.0,0.3949579831932773,0.0,17.849999999999998,0.0,0.0,0.0,0.296932420168276,0.2935830000012629,0.3289535000007504,0.37986006000053857,119.0,119.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000808,8,7949c6e49fce60209c600cdb0ade942b,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.400068998336792,0.7535746693611145,0.0,0.0,0.0,0.0,0.39916587466060527,1.4078211784362793,1.0,0.8415841584158416,0.0,15.149999999999999,0.0,0.0,0.0,0.2960783960395207,0.2949579999977914,0.324999999996578,0.3457090000011931,101.0,101.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000809,9,20ac46aa154658a51686dad07ca87857,open_field,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40039312839508057,0.5503209829330444,0.0,0.0,0.0,0.0,0.5896601289510727,1.3646845817565918,0.0,0.43333333333333335,0.0,nan,0.0,0.0,0.0,0.29748678333353,0.2988335000004838,0.32847884999860355,0.3458259800009955,120.0,120.0,1.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000810,10,af5ccd2e9ca6d92d6f1b3a9cc1e1ea48,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4628499448299408,2.013376474380493,0.0,0.0,0.0,0.0,0.40462398372198405,1.3717377185821533,1.0,0.8421052631578947,0.0,14.25,0.0,0.0,0.0,0.292208789473398,0.29112500000039176,0.32230009999985043,0.36407698000097355,95.0,95.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000811,11,d340fcb1b5d6fc7f8fe383c81ce35026,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.41775771975517273,0.5764684677124023,0.0,0.0,0.0,0.0,0.4121431725696453,1.4273779392242432,1.0,0.8446601941747572,0.0,15.45,0.0,0.0,0.0,0.29629206796116964,0.2973750000023756,0.323758599999735,0.354184999999987,103.0,103.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000812,12,9d47d06cb84a80fd463c23047a99b9e8,open_field,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4725821912288666,0.5500900745391846,0.0,0.0,0.0,0.0,0.5110684686473438,1.4005080461502075,0.0,0.7321428571428571,0.0,16.8,0.0,0.0,0.0,0.2964773392855058,0.29658349999728273,0.32892339999861514,0.34103600999838335,112.0,112.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000813,13,80ad18d8a66635759d09df0b7ea67336,open_field,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.400058388710022,0.550019383430481,0.0,0.0,0.0,0.0,0.6223365730295579,1.358955979347229,0.0,0.5166666666666667,0.0,nan,0.0,0.0,0.0,0.2982434416669122,0.29789550000103304,0.3308607499997507,0.3542677700023944,120.0,120.0,1.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000814,14,f146ea0bbdaf6eaeea35d47ded024e50,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4027961492538452,0.5501759648323059,0.0,0.0,0.0,0.0,0.542243167369262,1.421433925628662,1.0,0.6521739130434783,0.0,17.25,0.0,0.0,0.0,0.2968057739130544,0.29487500000158207,0.32962480000158223,0.3671227599998872,115.0,115.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000815,15,b15e1d4656032b7c98dcbbe3a9845b89,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.41300639510154724,1.0294413566589355,0.0,0.0,0.0,0.0,0.38881146558085267,1.3608461618423462,1.0,0.8469387755102041,0.0,14.7,0.0,0.0,0.0,0.29587761224489645,0.2960205000004379,0.32843925000012314,0.3554242700028354,98.0,98.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000816,16,0e02833d827dbe9238ac8eaf7aaf1693,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4023745357990265,0.550244927406311,0.0,0.0,0.0,0.0,0.42888852305434366,1.3699620962142944,1.0,0.8611111111111112,0.0,16.2,0.0,0.0,0.0,0.2973145185184557,0.29510399999921333,0.3336312499996552,0.34137706000066714,108.0,108.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000817,17,71cfeecf3a9e8d0d94ac9bda1790bb95,open_field,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40014737844467163,0.5500400066375732,0.0,0.0,0.0,0.0,0.5263126336038113,1.3987538814544678,1.0,0.6166666666666667,0.0,nan,0.0,0.0,0.0,0.30158990000005065,0.2999995000010358,0.3401479000009644,0.3547712299989314,120.0,120.0,1.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000818,18,cdb34ae03e094397f83fe601935fdbc5,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4473922550678253,0.6137650609016418,0.0,0.0,0.0,0.0,0.4210907939602347,1.4195942878723145,1.0,0.8529411764705882,0.0,15.299999999999999,0.0,0.0,0.0,0.2954239901960281,0.29439549999921155,0.3355896000011071,0.34355341999937394,102.0,102.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000819,19,dfd93c099689cf7b394dbf6c740fab5a,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.418655663728714,1.2433217763900757,0.0,0.0,0.0,0.0,0.40403759571694836,1.4220367670059204,1.0,0.8350515463917526,0.0,14.549999999999999,0.0,0.0,0.0,0.28998839175224855,0.2854580000004603,0.33160059999914887,0.34723604000077984,97.0,97.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000820,20,237d84ab9991a8ce69874260767699e1,open_field,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40277451276779175,0.5500583648681641,0.0,0.0,0.0,0.0,0.5851878724992275,1.4217171669006348,1.0,0.525,0.0,nan,0.0,0.0,0.0,0.2970733166665222,0.2964164999994523,0.33112114999926945,0.37366797999975887,120.0,120.0,1.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000821,21,58ba9338b4fded27f8075a3f19b382bc,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.40286749601364136,0.8391801118850708,0.0,0.0,0.0,0.0,0.3950955930108927,1.3786840438842773,1.0,0.8469387755102041,0.0,14.7,0.0,0.0,0.0,0.2957210714288135,0.2937710000008309,0.3307893000007667,0.3530762600014725,98.0,98.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000822,22,eb254dd85d25dbba80f0b936fa4aa639,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.47401759028434753,1.7328213453292847,0.0,0.0,0.0,0.0,0.41361552895978093,1.415953278541565,1.0,0.84375,0.0,14.399999999999999,0.0,0.0,0.0,0.2921375937499822,0.287854500001572,0.32740650000118166,0.3548475999998856,96.0,96.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000823,23,f07fa1773f863004bc433b608bc48102,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.40148770809173584,0.5508800148963928,0.0,0.0,0.0,0.0,0.459967149766507,1.4042168855667114,1.0,0.8611111111111112,0.0,16.2,0.0,0.0,0.0,0.2976693611110324,0.2939790000002773,0.32832684999757333,0.3592284400015798,108.0,108.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000824,24,463b21ad76eb7a9bdcb3708067396070,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.466316282749176,0.5504897832870483,0.0,0.0,0.0,0.0,0.5894329313907707,1.4124729633331299,1.0,0.5789473684210527,0.0,17.099999999999998,0.0,0.0,0.0,0.2948482807016555,0.2929579999992882,0.33333750000039686,0.3434559600004761,114.0,114.0,0.0
2,fafafc5008dd932c27fec409716eb7547c4f3fee,fixed_formation_expert,-1,0,30000825,25,3bf05767ffe64f342a97d7d849f354be,open_field,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.41511139273643494,0.5503284931182861,0.0,0.0,0.0,0.0,0.4577170894393381,1.3664356470108032,1.0,0.7358490566037735,0.0,15.899999999999999,0.0,0.0,0.0,0.29661320754731274,0.2951455000008707,0.3313020000001998,0.35815174999775934,106.0,106.0,0.0
